,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2022-01-08-02,1017.9,-999,15.4,-999,83,1.0,68,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-03,1018.1,-999,15.7,-999,78,0.6,76,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-04,1017.8,-999,15.5,-999,77,0.6,63,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-05,1018.0,-999,15.5,-999,80,0.9,72,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-06,1017.9,-999,16.0,-999,76,1.4,53,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-07,1018.5,-999,15.9,-999,78,1.2,60,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-08,1018.9,-999,15.6,-999,79,1.1,59,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-09,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-10,1019.1,-999,16.0,-999,78,1.1,60,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-11,/,-999,/,-999,/,/,/,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-12,1017.3,-999,16.1,-999,78,1.7,61,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-13,1016.5,-999,15.9,-999,78,1.6,65,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-14,1016.2,-999,15.8,-999,78,1.0,72,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-15,1015.7,-999,15.8,-999,78,1.0,64,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-16,1015.9,-999,15.8,-999,76,1.0,60,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-17,1015.9,-999,15.8,-999,77,0.5,69,-999,-999,0.0,-999,-999,-999,-999,-999,-999
2022-01-08-18,1016.1,-999,16.0,-999,78,0.8,76,-999,-999,0.0,-999,-999,-999,-999,-999,-999
